country,region,happiness_score,gdp_per_capita,social_support,life_expectancy,freedom,generosity,corruption,year,region_avg_happiness,region_avg_gdp,happiness_vs_region,happiness_zscore
Morocco,Middle East and North Africa,5.094799995,,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,2020,5.227158855058824,,-0.13235886005882413,-0.3007349865326246
Cameroon,Sub-Saharan Africa,5.084899902,,0.700386405,52.7049408,0.763051808,-0.00149645,0.851336598,2020,4.383494866205128,,0.7014050357948722,-0.30961473200094963
Venezuela,Latin America and Caribbean,5.053199768,,0.890408158,66.50534058,0.62327832,-0.169090509,0.837038398,2020,5.981785706095239,,-0.9285859380952388,-0.3380477094721518
Algeria,Middle East and North Africa,5.005099773,,0.803385139,65.90517426,0.466610909,-0.121105164,0.735485137,2020,5.227158855058824,,-0.22205908205882352,-0.3811903054687463
Senegal,Sub-Saharan Africa,4.980800152,,0.723616004,59.59915161,0.690596163,-0.052335154,0.808785141,2020,4.383494866205128,,0.5973052857948717,-0.4029854996610412
Guinea,Sub-Saharan Africa,4.949299812,,0.637573481,54.46780014,0.706846774,0.076328471,0.761794448,2020,4.383494866205128,,0.5658049457948717,-0.43123927478878044
Niger,Sub-Saharan Africa,4.909599781,,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,2020,4.383494866205128,,0.526104914794872,-0.4668476443631492
Laos,Southeast Asia,4.888599873,,0.737502217,58.70992279,0.907213569,0.11137148,0.634679317,2020,5.383366690777778,,-0.4947668177777773,-0.4856832086248427
Albania,Central and Eastern Europe,4.882699966,,0.671070457,68.70813751,0.781994224,-0.042309489,0.896303713,2020,5.883817672705882,,-1.001117706705882,-0.49097504501938943
Cambodia,Southeast Asia,4.848400116,,0.773080647,61.52996826,0.959704638,0.051911179,0.822769046,2020,5.383366690777778,,-0.5349665747777781,-0.5217398002193393
Bangladesh,South Asia,4.832799911,,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,2020,4.4754427841428575,,0.35735712685714294,-0.5357321788418117
Gabon,Sub-Saharan Africa,4.829299927,,0.787886858,59.71533966,0.704829216,-0.222261623,0.849150956,2020,4.383494866205128,,0.44580506079487225,-0.5388714389541372
South Africa,Sub-Saharan Africa,4.814099789,,0.852532268,56.50601196,0.759330094,-0.109777324,0.843423843,2020,4.383494866205128,,0.4306049227948723,-0.5525049832575513
Iraq,Middle East and North Africa,4.784800053,,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,2020,5.227158855058824,,-0.4423588020588243,-0.5787849584021414
Lebanon,Middle East and North Africa,4.771500111,,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,2020,5.227158855058824,,-0.455658744058824,-0.5907141493403969
Burkina Faso,Sub-Saharan Africa,4.768700123,,0.712943614,53.88945389,0.665563583,-0.019080516,0.739795029,2020,4.383494866205128,,0.3852052567948725,-0.5932255581478052
Gambia,Sub-Saharan Africa,4.750599861,,0.6931687,55.0120163,0.733163178,0.343198717,0.690717816,2020,4.383494866205128,,0.3671049947948726,-0.6094603267979583
Mali,Sub-Saharan Africa,4.729300022,,0.731468976,51.72698212,0.71156615,-0.044366926,0.839328408,2020,4.383494866205128,,0.3458051557948725,-0.6285649098393811
Nigeria,Sub-Saharan Africa,4.724100113,,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,2020,4.383494866205128,,0.3406052467948726,-0.6332288931351393
Armenia,Commonwealth of Independent States,4.676799774,,0.757479429,66.75065613,0.712017834,-0.13877961,0.773544788,2020,5.358341614416666,,-0.6815418404166662,-0.6756542492288147
Georgia,Commonwealth of Independent States,4.672599792,,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,2020,5.358341614416666,,-0.6857418224166665,-0.6794213624399279
Iran,Middle East and North Africa,4.672399998,,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,2020,5.227158855058824,,-0.5547588570588236,-0.67960056478339
Jordan,Middle East and North Africa,4.633399963,,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,2020,5.227158855058824,,-0.5937588920588244,-0.7145810830528432
Mozambique,Sub-Saharan Africa,4.623600006,,0.723874032,54.20582199,0.864451885,0.032375868,0.683019102,2020,4.383494866205128,,0.24010513979487236,-0.7233710129818375
Kenya,Sub-Saharan Africa,4.583000183,,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,2020,4.383494866205128,,0.19950531679487238,-0.7597864379984568
Namibia,Sub-Saharan Africa,4.571100235,,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,2020,4.383494866205128,,0.18760536879487244,-0.7704599245330082
Ukraine,Commonwealth of Independent States,4.56069994,,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,2020,5.358341614416666,,-0.7976416744166661,-0.7797883189627874
Liberia,Sub-Saharan Africa,4.557899952,,0.70928055,56.09631348,0.735268712,0.04227322,0.856375933,2020,4.383494866205128,,0.1744050857948718,-0.7822997277701966
Palestinian Territories,Middle East and North Africa,4.552800179,,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,2020,5.227158855058824,,-0.6743586760588238,-0.7868738955266241
Uganda,Sub-Saharan Africa,4.43200016,,0.764994621,55.70820236,0.731713951,0.099487431,0.836737812,2020,4.383494866205128,,0.04850529379487245,-0.8952237283300993
Chad,Sub-Saharan Africa,4.422699928,,0.632388055,48.22053909,0.587305248,0.017834719,0.802760839,2020,4.383494866205128,,0.039205061794872265,-0.903565437135903
Tunisia,Middle East and North Africa,4.392199993,,0.688718557,66.89785767,0.593361557,-0.216413811,0.867590249,2020,5.227158855058824,,-0.8349588620588237,-0.9309219134437988
Mauritania,Sub-Saharan Africa,4.374599934,,0.790819228,57.01017761,0.551522553,-0.106008142,0.746223509,2020,4.383494866205128,,-0.008894932205127937,-0.9467080322355627
Sri Lanka,South Asia,4.327000141,,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,2020,4.4754427841428575,,-0.14844264314285738,-0.9894019792707036
Congo (Kinshasa),Sub-Saharan Africa,4.31099987,,0.672159016,52.90000153,0.700793564,0.083637655,0.809403598,2020,4.383494866205128,,-0.072494996205128,-1.0037531913153004
Swaziland,Sub-Saharan Africa,4.308100224,,0.770290196,51.18823624,0.646822274,-0.19920142,0.708263338,2020,4.383494866205128,,-0.07539464220512748,-1.006353986926841
Myanmar,Southeast Asia,4.308000088,,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,2020,5.383366690777778,,-1.0753666027777777,-1.0064438024661717
Comoros,Sub-Saharan Africa,4.288599968,,0.625662446,57.34901047,0.547612607,0.090008408,0.780622602,2020,4.383494866205128,,-0.09489489820512809,-1.0238444599806988
Togo,Sub-Saharan Africa,4.187200069,,0.551312625,54.71989822,0.649828613,0.002667875,0.757733464,2020,4.383494866205128,,-0.19629479720512766,-1.1147936352696468
Ethiopia,Sub-Saharan Africa,4.186200142,,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,2020,4.383494866205128,,-0.19729472420512817,-1.1156905053542927
Madagascar,Sub-Saharan Africa,4.165599823,,0.668195903,59.10542679,0.557574093,-0.011823639,0.817485631,2020,4.383494866205128,,-0.21789504320512787,-1.1341676640321254
Egypt,Middle East and North Africa,4.151400089,,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,2020,5.227158855058824,,-1.075758766058824,-1.1469039104126317
Sierra Leone,Sub-Saharan Africa,3.926399946,,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,2020,4.383494866205128,,-0.45709492020512776,-1.348714539886192
Burundi,Sub-Saharan Africa,3.775300026,,0.490325719,53.40000153,0.626350224,-0.017551597,0.606934547,2020,4.383494866205128,,-0.6081948402051278,-1.484241431389566
Zambia,Sub-Saharan Africa,3.759399891,,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,2020,4.383494866205128,,-0.6240949752051277,-1.498502827894832
Haiti,Latin America and Caribbean,3.720799923,,0.593247831,55.59862518,0.537825167,0.40053457,0.684767246,2020,5.981785706095239,,-2.2609857830952387,-1.5331245118452255
Lesotho,Sub-Saharan Africa,3.652800083,,0.780495703,48.00362396,0.738125861,-0.145732045,0.857392073,2020,4.383494866205128,,-0.730694783205128,-1.5941159864795391
India,South Asia,3.573299885,,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,2020,4.4754427841428575,,-0.9021428991428575,-1.6654225411676074
Malawi,Sub-Saharan Africa,3.538000107,,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,2020,4.383494866205128,,-0.8454947592051281,-1.6970841673491381
Yemen,Middle East and North Africa,3.527400017,,0.817980587,56.72728348,0.599920273,-0.157735437,0.800287724,2020,5.227158855058824,,-1.6997588380588238,-1.7065917650193152
Botswana,Sub-Saharan Africa,3.478899956,,0.779121757,58.92445374,0.821328104,-0.250394493,0.777930915,2020,4.383494866205128,,-0.904594910205128,-1.750093194438034
Tanzania,Sub-Saharan Africa,3.476200104,,0.688933194,57.49607468,0.82153976,0.109668687,0.619799435,2020,4.383494866205128,,-0.9072947622051277,-1.752514787706112
Central African Republic,Sub-Saharan Africa,3.475899935,,0.319459856,45.20000076,0.640880644,0.082410358,0.891806662,2020,4.383494866205128,,-0.9075949312051277,-1.7527840199565041
Rwanda,Sub-Saharan Africa,3.312299967,,0.54083544,61.09884644,0.900589406,0.055483952,0.183541179,2020,4.383494866205128,,-1.071194899205128,-1.8995226490245505
Zimbabwe,Sub-Saharan Africa,3.299200058,,0.763092756,55.61725998,0.711457908,-0.072063953,0.81023699,2020,4.383494866205128,,-1.084294808205128,-1.9112724232517446
South Sudan,Sub-Saharan Africa,2.816600084,,0.553707123,51.0,0.451313615,0.016518548,0.763417304,2020,4.383494866205128,,-1.5668947822051278,-2.3441335016416542
Afghanistan,South Asia,2.566900015,,0.470366955,52.59000015,0.396573007,-0.0964294,0.933686554,2020,4.4754427841428575,,-1.9085427691428576,-2.5680983730972313
Finland,Western Europe,7.842,,0.954,72.0,0.949,-0.098,0.186,2021,6.914904761904761,,0.9270952380952382,2.1633263909697815
Denmark,Western Europe,7.62,,0.954,72.7,0.946,0.03,0.179,2021,6.914904761904761,,0.7050952380952387,1.9642066964408302
Switzerland,Western Europe,7.571,,0.942,74.4,0.919,0.025,0.292,2021,6.914904761904761,,0.6560952380952383,1.92025685395471
Iceland,Western Europe,7.554,,0.983,73.0,0.955,0.16,0.673,2021,6.914904761904761,,0.6390952380952388,1.9050089494187097
Netherlands,Western Europe,7.464,,0.942,72.4,0.913,0.175,0.338,2021,6.914904761904761,,0.549095238095239,1.8242847489339997
Norway,Western Europe,7.392,,0.954,73.3,0.96,0.093,0.27,2021,6.914904761904761,,0.4770952380952389,1.7597053885462315
Sweden,Western Europe,7.363,,0.934,72.7,0.945,0.086,0.237,2021,6.914904761904761,,0.448095238095239,1.7336942572789362
Luxembourg,Western Europe,7.324,,0.908,72.6,0.907,-0.034,0.386,2021,6.914904761904761,,0.4090952380952384,1.698713770402228
New Zealand,North America and ANZ,7.277,,0.948,73.4,0.929,0.134,0.242,2021,7.1285,,0.1485000000000003,1.6565577990379907
Austria,Western Europe,7.268,,0.934,73.3,0.908,0.042,0.481,2021,6.914904761904761,,0.35309523809523835,1.6484853789895193
Australia,North America and ANZ,7.183,,0.94,73.9,0.914,0.159,0.442,2021,7.1285,,0.05449999999999999,1.5722458563095154
Israel,Middle East and North Africa,7.157,,0.939,73.503,0.8,0.031,0.753,2021,5.219764705882353,,1.937235294117647,1.5489255317250439
Germany,Western Europe,7.155,,0.903,72.5,0.875,0.011,0.46,2021,6.914904761904761,,0.2400952380952388,1.5471316606031615
Canada,North America and ANZ,7.103,,0.926,73.8,0.915,0.089,0.415,2021,7.1285,,-0.025500000000000078,1.5004910114342176
Ireland,Western Europe,7.085,,0.947,72.4,0.879,0.077,0.363,2021,6.914904761904761,,0.17009523809523852,1.4843461713372756
Costa Rica,Latin America and Caribbean,7.069,,0.891,71.4,0.934,-0.126,0.809,2021,5.90805,,1.1609499999999997,1.469995202362216
United Kingdom,Western Europe,7.064,,0.934,72.5,0.859,0.233,0.459,2021,6.914904761904761,,0.1490952380952386,1.4655105245575102
Czech Republic,Central and Eastern Europe,6.965,,0.947,70.807,0.858,-0.208,0.868,2021,5.984764705882353,,0.9802352941176471,1.3767139040243288
United States,North America and ANZ,6.951,,0.92,68.2,0.837,0.098,0.698,2021,7.1285,,-0.1775000000000002,1.3641568061711515
Belgium,Western Europe,6.834,,0.906,72.199,0.783,-0.153,0.646,2021,6.914904761904761,,-0.08090476190476181,1.2592153455410284
France,Western Europe,6.69,,0.942,74.0,0.822,-0.147,0.571,2021,6.914904761904761,,-0.22490476190476105,1.1300566247654928
Bahrain,Middle East and North Africa,6.647,,0.862,69.495,0.925,0.089,0.722,2021,5.219764705882353,,1.4272352941176472,1.0914883956450203
Malta,Western Europe,6.602,,0.931,72.2,0.927,0.133,0.653,2021,6.914904761904761,,-0.31290476190476113,1.0511262954026652
Taiwan Province of China,East Asia,6.584,,0.898,69.6,0.784,-0.07,0.721,2021,5.810333333333333,,0.7736666666666663,1.0349814553057226
United Arab Emirates,Middle East and North Africa,6.561,,0.844,67.333,0.932,0.074,0.589,2021,5.219764705882353,,1.3412352941176469,1.0143519374040748
Saudi Arabia,Middle East and North Africa,6.494,,0.891,66.603,0.877,-0.149,0.684,2021,5.219764705882353,,1.2742352941176467,0.9542572548210126
Spain,Western Europe,6.491,,0.932,74.7,0.761,-0.081,0.745,2021,6.914904761904761,,-0.4239047619047618,0.9515664481381889
Italy,Western Europe,6.483,,0.88,73.8,0.693,-0.084,0.866,2021,6.914904761904761,,-0.4319047619047618,0.9443909636506591
Slovenia,Central and Eastern Europe,6.461,,0.948,71.4,0.949,-0.101,0.806,2021,5.984764705882353,,0.47623529411764753,0.9246583813099527
Guatemala,Latin America and Caribbean,6.435,,0.813,64.958,0.906,-0.038,0.775,2021,5.90805,,0.5269499999999994,0.9013380567254803
Uruguay,Latin America and Caribbean,6.431,,0.925,69.1,0.896,-0.092,0.59,2021,5.90805,,0.5229499999999998,0.8977503144817158
Singapore,Southeast Asia,6.377,,0.915,76.953,0.927,-0.018,0.082,2021,5.407555555555556,,0.9694444444444441,0.8493157941908895
Kosovo,Central and Eastern Europe,6.372,,0.821,63.813,0.869,0.257,0.917,2021,5.984764705882353,,0.3872352941176471,0.8448311163861835
Slovakia,Central and Eastern Europe,6.331,,0.936,69.201,0.766,-0.124,0.911,2021,5.984764705882353,,0.34623529411764764,0.8080567583875938
Brazil,Latin America and Caribbean,6.33,,0.882,66.601,0.804,-0.071,0.756,2021,5.90805,,0.4219499999999998,0.8071598228266523
Mexico,Latin America and Caribbean,6.317,,0.831,68.597,0.862,-0.147,0.799,2021,5.90805,,0.4089499999999999,0.7954996605344165
Jamaica,Latin America and Caribbean,6.309,,0.877,67.5,0.89,-0.137,0.884,2021,5.90805,,0.4009499999999999,0.7883241760468868
Lithuania,Central and Eastern Europe,6.255,,0.935,67.906,0.773,-0.203,0.826,2021,5.984764705882353,,0.27023529411764713,0.7398896557560604
Cyprus,Western Europe,6.223,,0.802,73.898,0.763,-0.015,0.844,2021,6.914904761904761,,-0.6919047619047616,0.7111877178059413
Estonia,Central and Eastern Europe,6.189,,0.941,68.8,0.909,-0.106,0.527,2021,5.984764705882353,,0.2042352941176473,0.6806919087339398
Panama,Latin America and Caribbean,6.18,,0.896,69.652,0.872,-0.166,0.856,2021,5.90805,,0.27194999999999947,0.6726194886854685
Uzbekistan,Commonwealth of Independent States,6.179,,0.918,65.255,0.97,0.311,0.515,2021,5.467,,0.7120000000000006,0.6717225531245278
Chile,Latin America and Caribbean,6.172,,0.882,70.0,0.742,-0.044,0.83,2021,5.90805,,0.26394999999999946,0.6654440041979387
Poland,Central and Eastern Europe,6.166,,0.898,69.702,0.841,-0.165,0.735,2021,5.984764705882353,,0.1812352941176476,0.660062390832292
Kazakhstan,Commonwealth of Independent States,6.152,,0.952,65.2,0.853,-0.069,0.733,2021,5.467,,0.6850000000000005,0.6475052929791146
Romania,Central and Eastern Europe,6.14,,0.832,67.355,0.845,-0.219,0.938,2021,5.984764705882353,,0.15523529411764692,0.6367420662478196
Kuwait,Middle East and North Africa,6.106,,0.843,66.9,0.867,-0.104,0.736,2021,5.219764705882353,,0.8862352941176468,0.6062462571758181
Serbia,Central and Eastern Europe,6.078,,0.873,68.6,0.778,0.002,0.835,2021,5.984764705882353,,0.09323529411764753,0.5811320614694643
El Salvador,Latin America and Caribbean,6.061,,0.762,66.402,0.888,-0.11,0.688,2021,5.90805,,0.1529499999999997,0.5658841569334632
Mauritius,Sub-Saharan Africa,6.049,,0.905,66.701,0.867,-0.054,0.789,2021,4.494472222222223,,1.5545277777777775,0.5551209302021689
Latvia,Central and Eastern Europe,6.032,,0.927,67.1,0.715,-0.162,0.8,2021,5.984764705882353,,0.047235294117647264,0.5398730256661678
Colombia,Latin America and Caribbean,6.012,,0.847,68.001,0.837,-0.135,0.841,2021,5.90805,,0.10394999999999932,0.5219343144473428
Hungary,Central and Eastern Europe,5.992,,0.943,68.0,0.755,-0.186,0.876,2021,5.984764705882353,,0.0072352941176472285,0.5039956032285188
Thailand,Southeast Asia,5.985,,0.888,67.401,0.884,0.287,0.895,2021,5.407555555555556,,0.5774444444444446,0.49771705430193053
Nicaragua,Latin America and Caribbean,5.972,,0.864,67.657,0.836,0.02,0.664,2021,5.90805,,0.06395000000000017,0.4860568920096947
Japan,East Asia,5.94,,0.884,75.1,0.796,-0.258,0.638,2021,5.810333333333333,,0.12966666666666704,0.45735495405957555
Argentina,Latin America and Caribbean,5.929,,0.898,69.0,0.828,-0.182,0.834,2021,5.90805,,0.020950000000000024,0.447488662889222
Portugal,Western Europe,5.929,,0.879,72.6,0.892,-0.244,0.887,2021,6.914904761904761,,-0.9859047619047612,0.447488662889222
Honduras,Latin America and Caribbean,5.919,,0.812,67.3,0.857,0.081,0.809,2021,5.90805,,0.01094999999999935,0.43851930727980915
Croatia,Central and Eastern Europe,5.882,,0.924,70.799,0.754,-0.118,0.939,2021,5.984764705882353,,-0.10276470588235309,0.40533269152498397
Philippines,Southeast Asia,5.88,,0.83,62.0,0.917,-0.097,0.742,2021,5.407555555555556,,0.4724444444444442,0.40353882040310174
South Korea,East Asia,5.845,,0.799,73.9,0.672,-0.083,0.727,2021,5.810333333333333,,0.0346666666666664,0.3721460757701588
Peru,Latin America and Caribbean,5.84,,0.832,68.25,0.822,-0.154,0.891,2021,5.90805,,-0.06805000000000039,0.3676613979654528
Bosnia and Herzegovina,Central and Eastern Europe,5.813,,0.87,68.098,0.706,0.113,0.931,2021,5.984764705882353,,-0.17176470588235304,0.34344413782003963
Moldova,Commonwealth of Independent States,5.766,,0.857,65.699,0.822,-0.079,0.918,2021,5.467,,0.2990000000000004,0.30128816645580236
Ecuador,Latin America and Caribbean,5.764,,0.821,68.8,0.842,-0.124,0.843,2021,5.90805,,-0.14405,0.29949429533392014
Kyrgyzstan,Commonwealth of Independent States,5.744,,0.893,64.401,0.935,0.119,0.908,2021,5.467,,0.27700000000000014,0.28155558411509524
Greece,Western Europe,5.723,,0.823,72.6,0.582,-0.288,0.823,2021,6.914904761904761,,-1.1919047619047616,0.26271993733532967
Bolivia,Latin America and Caribbean,5.716,,0.81,63.901,0.875,-0.077,0.839,2021,5.90805,,-0.19205000000000005,0.25644138840874137
Mongolia,East Asia,5.677,,0.935,62.5,0.708,0.116,0.856,2021,5.810333333333333,,-0.13333333333333375,0.22146090153203316
Paraguay,Latin America and Caribbean,5.653,,0.893,65.9,0.876,0.028,0.882,2021,5.90805,,-0.25505000000000067,0.19993444806944377
Montenegro,Central and Eastern Europe,5.581,,0.858,68.699,0.708,-0.034,0.812,2021,5.984764705882353,,-0.40376470588235236,0.13535508768167645
Dominican Republic,Latin America and Caribbean,5.545,,0.853,66.102,0.86,-0.133,0.714,2021,5.90805,,-0.3630500000000003,0.10306540748779199
North Cyprus,Western Europe,5.536,,0.82,73.898,0.795,0.012,0.626,2021,6.914904761904761,,-1.3789047619047619,0.09499298743932068
Belarus,Commonwealth of Independent States,5.534,,0.91,66.253,0.65,-0.18,0.627,2021,5.467,,0.06700000000000017,0.09319911631743842
Russia,Commonwealth of Independent States,5.477,,0.903,64.703,0.718,-0.111,0.845,2021,5.467,,0.010000000000000675,0.04207378934378916
Hong Kong S.A.R. of China,East Asia,5.477,,0.836,76.82,0.717,0.067,0.403,2021,5.810333333333333,,-0.33333333333333304,0.04207378934378916
Tajikistan,Commonwealth of Independent States,5.466,,0.86,64.281,0.832,-0.056,0.553,2021,5.467,,-0.0009999999999994458,0.03220749817343559
Vietnam,Southeast Asia,5.411,,0.85,68.034,0.94,-0.098,0.796,2021,5.407555555555556,,0.003444444444443917,-0.017123957678332226
Libya,Middle East and North Africa,5.41,,0.827,62.3,0.771,-0.087,0.667,2021,5.219764705882353,,0.19023529411764706,-0.018020893239272952
Malaysia,Southeast Asia,5.384,,0.817,67.102,0.895,0.125,0.839,2021,5.407555555555556,,-0.02355555555555533,-0.04134121782374458
Indonesia,Southeast Asia,5.345,,0.811,62.236,0.873,0.542,0.867,2021,5.407555555555556,,-0.06255555555555592,-0.07632170470045281
Congo (Brazzaville),Sub-Saharan Africa,5.342,,0.636,58.221,0.695,-0.068,0.745,2021,4.494472222222223,,0.8475277777777768,-0.07901251138327658
China,East Asia,5.339,,0.811,69.593,0.904,-0.146,0.755,2021,5.810333333333333,,-0.47133333333333294,-0.08170331806609955
Ivory Coast,Sub-Saharan Africa,5.306,,0.644,50.114,0.741,-0.016,0.794,2021,4.494472222222223,,0.8115277777777772,-0.11130219157716024
Armenia,Commonwealth of Independent States,5.283,,0.799,67.055,0.825,-0.168,0.629,2021,5.467,,-0.18399999999999928,-0.13193170947880808
Nepal,South Asia,5.269,,0.774,64.233,0.782,0.152,0.727,2021,4.441857142857143,,0.8271428571428574,-0.14448880733198544
Bulgaria,Central and Eastern Europe,5.266,,0.931,67.0,0.788,-0.096,0.932,2021,5.984764705882353,,-0.7187647058823528,-0.1471796140148092
Maldives,South Asia,5.198,,0.913,70.6,0.854,0.024,0.825,2021,4.441857142857143,,0.7561428571428577,-0.20817123215881203
Azerbaijan,Commonwealth of Independent States,5.171,,0.836,65.656,0.814,-0.223,0.506,2021,5.467,,-0.2959999999999994,-0.23238849230422517
Cameroon,Sub-Saharan Africa,5.142,,0.71,53.515,0.731,0.026,0.848,2021,4.494472222222223,,0.6475277777777775,-0.2583996235715206
Senegal,Sub-Saharan Africa,5.132,,0.71,59.802,0.695,-0.046,0.801,2021,4.494472222222223,,0.6375277777777768,-0.26736897918093344
Albania,Central and Eastern Europe,5.117,,0.697,68.999,0.785,-0.03,0.901,2021,5.984764705882353,,-0.8677647058823528,-0.2808230125950515
North Macedonia,Central and Eastern Europe,5.101,,0.805,65.474,0.751,0.038,0.905,2021,5.984764705882353,,-0.8837647058823528,-0.29517398157011104
Ghana,Sub-Saharan Africa,5.088,,0.727,57.586,0.807,0.123,0.848,2021,4.494472222222223,,0.5935277777777772,-0.30683414386234686
Niger,Sub-Saharan Africa,5.074,,0.641,53.78,0.806,0.018,0.693,2021,4.494472222222223,,0.579527777777777,-0.3193912417155242
Turkmenistan,Commonwealth of Independent States,5.066,,0.983,62.409,0.877,0.273,0.888,2021,5.467,,-0.4009999999999998,-0.326566726203054
Gambia,Sub-Saharan Africa,5.051,,0.69,55.16,0.697,0.424,0.746,2021,4.494472222222223,,0.5565277777777773,-0.34002075961717204
Benin,Sub-Saharan Africa,5.045,,0.489,54.713,0.757,-0.034,0.661,2021,4.494472222222223,,0.5505277777777771,-0.3454023729828196
Laos,Southeast Asia,5.03,,0.728,58.968,0.91,0.123,0.658,2021,5.407555555555556,,-0.3775555555555554,-0.35885640639693767
Bangladesh,South Asia,5.025,,0.693,64.8,0.877,-0.041,0.682,2021,4.441857142857143,,0.5831428571428576,-0.3633410842016437
Guinea,Sub-Saharan Africa,4.984,,0.639,55.008,0.697,0.095,0.766,2021,4.494472222222223,,0.4895277777777771,-0.40011544220023415
South Africa,Sub-Saharan Africa,4.956,,0.86,56.904,0.749,-0.067,0.86,2021,4.494472222222223,,0.46152777777777754,-0.425229637906588
Turkey,Middle East and North Africa,4.948,,0.822,67.199,0.576,-0.139,0.776,2021,5.219764705882353,,-0.2717647058823527,-0.4324051223941178
Pakistan,South Asia,4.934,,0.651,58.709,0.726,0.098,0.787,2021,4.441857142857143,,0.49214285714285744,-0.44496222024729515
Morocco,Middle East and North Africa,4.918,,0.56,66.208,0.774,-0.236,0.801,2021,5.219764705882353,,-0.30176470588235293,-0.45931318922235476
Venezuela,Latin America and Caribbean,4.892,,0.861,66.7,0.615,-0.169,0.827,2021,5.90805,,-1.01605,-0.4826335138068264
Georgia,Commonwealth of Independent States,4.891,,0.671,64.3,0.783,-0.238,0.655,2021,5.467,,-0.5759999999999996,-0.4835304493677679
Algeria,Middle East and North Africa,4.887,,0.802,66.005,0.48,-0.067,0.752,2021,5.219764705882353,,-0.3327647058823535,-0.4871181916115332
Ukraine,Commonwealth of Independent States,4.875,,0.888,64.902,0.724,-0.011,0.924,2021,5.467,,-0.5919999999999996,-0.4978814183428275
Iraq,Middle East and North Africa,4.854,,0.746,60.583,0.63,-0.053,0.875,2021,5.219764705882353,,-0.365764705882353,-0.5167170651225931
Gabon,Sub-Saharan Africa,4.852,,0.776,59.962,0.731,-0.2,0.84,2021,4.494472222222223,,0.35752777777777744,-0.5185109362444753
Burkina Faso,Sub-Saharan Africa,4.834,,0.672,54.151,0.695,-0.009,0.748,2021,4.494472222222223,,0.33952777777777676,-0.5346557763414179
Cambodia,Southeast Asia,4.83,,0.765,62.0,0.959,0.034,0.843,2021,5.407555555555556,,-0.5775555555555556,-0.5382435185851825
Mozambique,Sub-Saharan Africa,4.794,,0.744,54.706,0.882,0.061,0.684,2021,4.494472222222223,,0.2995277777777767,-0.5705331987790669
Nigeria,Sub-Saharan Africa,4.759,,0.74,50.102,0.737,0.037,0.878,2021,4.494472222222223,,0.2645277777777775,-0.6019259434120091
Mali,Sub-Saharan Africa,4.723,,0.724,51.969,0.697,-0.036,0.827,2021,4.494472222222223,,0.228527777777777,-0.6342156236058936
Iran,Middle East and North Africa,4.721,,0.71,66.3,0.608,0.218,0.714,2021,5.219764705882353,,-0.498764705882353,-0.6360094947277758
Uganda,Sub-Saharan Africa,4.636,,0.781,56.101,0.709,0.122,0.855,2021,4.494472222222223,,0.14152777777777725,-0.7122490174077797
Liberia,Sub-Saharan Africa,4.625,,0.72,56.498,0.735,0.05,0.85,2021,4.494472222222223,,0.13052777777777713,-0.7221153085781333
Kenya,Sub-Saharan Africa,4.607,,0.688,60.704,0.779,0.287,0.825,2021,4.494472222222223,,0.11252777777777734,-0.7382601486750751
Tunisia,Middle East and North Africa,4.596,,0.691,67.201,0.656,-0.201,0.87,2021,5.219764705882353,,-0.623764705882353,-0.7481264398454287
Lebanon,Middle East and North Africa,4.584,,0.848,67.355,0.525,-0.073,0.898,2021,5.219764705882353,,-0.6357647058823535,-0.7588896665767237
Namibia,Sub-Saharan Africa,4.574,,0.818,56.799,0.719,-0.149,0.847,2021,4.494472222222223,,0.07952777777777698,-0.7678590221861358
Palestinian Territories,Middle East and North Africa,4.517,,0.826,62.25,0.653,-0.163,0.821,2021,5.219764705882353,,-0.7027647058823527,-0.818984349159785
Myanmar,Southeast Asia,4.426,,0.779,59.302,0.876,0.509,0.66,2021,5.407555555555556,,-0.9815555555555555,-0.9006054852054366
Jordan,Middle East and North Africa,4.395,,0.767,67.0,0.755,-0.167,0.705,2021,5.219764705882353,,-0.8247647058823535,-0.928410487594615
Chad,Sub-Saharan Africa,4.355,,0.619,48.478,0.579,0.041,0.807,2021,4.494472222222223,,-0.13947222222222244,-0.9642879100322631
